no time angle_min angle_max angle_increment time_increment scan_time range_min range_max range_size count countless
123 20190828140347 -3.124139071 3.141592741 0.017453292 0.000221672 0.079580188 0.150000006 16.000000000 24 9 15
124 20190828140347 -3.124139071 3.141592741 0.017453292 0.000200125 0.071844786 0.150000006 16.000000000 24 9 15
125 20190828140347 -3.124139071 3.141592741 0.017453292 0.000221913 0.079666644 0.150000006 16.000000000 24 8 16
126 20190828140347 -3.124139071 3.141592741 0.017453292 0.000222224 0.079778247 0.150000006 16.000000000 24 9 15
127 20190828140347 -3.124139071 3.141592741 0.017453292 0.000222206 0.079771884 0.150000006 16.000000000 24 10 14
128 20190828140347 -3.124139071 3.141592741 0.017453292 0.000222292 0.079802848 0.150000006 16.000000000 24 11 13
129 20190828140348 -3.124139071 3.141592741 0.017453292 0.000199442 0.071599819 0.150000006 16.000000000 24 9 15
130 20190828140348 -3.124139071 3.141592741 0.017453292 0.000222380 0.079834521 0.150000006 16.000000000 24 9 15
131 20190828140348 -3.124139071 3.141592741 0.017453292 0.000222029 0.079708561 0.150000006 16.000000000 24 10 14
132 20190828140348 -3.124139071 3.141592741 0.017453292 0.000222482 0.079871096 0.150000006 16.000000000 24 11 13
133 20190828140348 -3.124139071 3.141592741 0.017453292 0.000221848 0.079643331 0.150000006 16.000000000 24 8 16
134 20190828140348 -3.124139071 3.141592741 0.017453292 0.000221858 0.079647161 0.150000006 16.000000000 24 12 12
135 20190828140348 -3.124139071 3.141592741 0.017453292 0.000199823 0.071736410 0.150000006 16.000000000 24 9 15
136 20190828140348 -3.124139071 3.141592741 0.017453292 0.000222295 0.079803914 0.150000006 16.000000000 24 9 15
137 20190828140348 -3.124139071 3.141592741 0.017453292 0.000222097 0.079732820 0.150000006 16.000000000 24 8 16
138 20190828140348 -3.124139071 3.141592741 0.017453292 0.000221905 0.079663970 0.150000006 16.000000000 24 9 15
139 20190828140348 -3.124139071 3.141592741 0.017453292 0.000199928 0.071774065 0.150000006 16.000000000 24 10 14
140 20190828140348 -3.124139071 3.141592741 0.017453292 0.000222020 0.079705186 0.150000006 16.000000000 24 9 15
141 20190828140348 -3.124139071 3.141592741 0.017453292 0.000222022 0.079706058 0.150000006 16.000000000 24 11 13
142 20190828140349 -3.124139071 3.141592741 0.017453292 0.000222295 0.079803981 0.150000006 16.000000000 24 9 15
143 20190828140349 -3.124139071 3.141592741 0.017453292 0.000221996 0.079696462 0.150000006 16.000000000 24 10 14
144 20190828140349 -3.124139071 3.141592741 0.017453292 0.000199950 0.071782194 0.150000006 16.000000000 24 8 16
145 20190828140349 -3.124139071 3.141592741 0.017453292 0.000222200 0.079769887 0.150000006 16.000000000 24 8 16
146 20190828140349 -3.124139071 3.141592741 0.017453292 0.000221806 0.079628333 0.150000006 16.000000000 24 12 12
147 20190828140349 -3.124139071 3.141592741 0.017453292 0.000222108 0.079736620 0.150000006 16.000000000 24 9 15
148 20190828140349 -3.124139071 3.141592741 0.017453292 0.000221842 0.079641260 0.150000006 16.000000000 24 12 12
149 20190828140349 -3.124139071 3.141592741 0.017453292 0.000200007 0.071802408 0.150000006 16.000000000 24 8 16
150 20190828140349 -3.124139071 3.141592741 0.017453292 0.000222016 0.079703592 0.150000006 16.000000000 24 8 16
151 20190828140349 -3.124139071 3.141592741 0.017453292 0.000222007 0.079700597 0.150000006 16.000000000 24 9 15
152 20190828140349 -3.124139071 3.141592741 0.017453292 0.000221741 0.079605132 0.150000006 16.000000000 24 10 14
153 20190828140349 -3.124139071 3.141592741 0.017453292 0.000222439 0.079855435 0.150000006 16.000000000 24 9 15
154 20190828140350 -3.124139071 3.141592741 0.017453292 0.000200158 0.071856827 0.150000006 16.000000000 24 9 15
155 20190828140350 -3.124139071 3.141592741 0.017453292 0.000221661 0.079576202 0.150000006 16.000000000 24 11 13
156 20190828140350 -3.124139071 3.141592741 0.017453292 0.000222328 0.079815708 0.150000006 16.000000000 24 10 14
157 20190828140350 -3.124139071 3.141592741 0.017453292 0.000221826 0.079635456 0.150000006 16.000000000 24 8 16
158 20190828140350 -3.124139071 3.141592741 0.017453292 0.000199918 0.071770579 0.150000006 16.000000000 24 10 14
159 20190828140350 -3.124139071 3.141592741 0.017453292 0.000221712 0.079594657 0.150000006 16.000000000 24 11 13
160 20190828140350 -3.124139071 3.141592741 0.017453292 0.000222003 0.079699136 0.150000006 16.000000000 24 9 15
161 20190828140350 -3.124139071 3.141592741 0.017453292 0.000222099 0.079733364 0.150000006 16.000000000 24 8 16
162 20190828140350 -3.124139071 3.141592741 0.017453292 0.000200016 0.071805894 0.150000006 16.000000000 24 8 16
163 20190828140350 -3.124139071 3.141592741 0.017453292 0.000222015 0.079703271 0.150000006 16.000000000 24 8 16
164 20190828140350 -3.124139071 3.141592741 0.017453292 0.000221823 0.079634584 0.150000006 16.000000000 24 8 16
165 20190828140350 -3.124139071 3.141592741 0.017453292 0.000222675 0.079940476 0.150000006 16.000000000 24 9 15
166 20190828140350 -3.124139071 3.141592741 0.017453292 0.000199748 0.071709678 0.150000006 16.000000000 24 11 13
167 20190828140351 -3.124139071 3.141592741 0.017453292 0.000221959 0.079683222 0.150000006 16.000000000 24 9 15
168 20190828140351 -3.124139071 3.141592741 0.017453292 0.000222345 0.079822026 0.150000006 16.000000000 24 7 17
169 20190828140351 -3.124139071 3.141592741 0.017453292 0.000221751 0.079608560 0.150000006 16.000000000 24 10 14
170 20190828140351 -3.124139071 3.141592741 0.017453292 0.000199867 0.071752079 0.150000006 16.000000000 24 10 14
171 20190828140351 -3.124139071 3.141592741 0.017453292 0.000222220 0.079776853 0.150000006 16.000000000 24 10 14
172 20190828140351 -3.124139071 3.141592741 0.017453292 0.000222430 0.079852246 0.150000006 16.000000000 24 10 14
173 20190828140351 -3.124139071 3.141592741 0.017453292 0.000221794 0.079623930 0.150000006 16.000000000 24 8 16
174 20190828140351 -3.124139071 3.141592741 0.017453292 0.000199680 0.071684957 0.150000006 16.000000000 24 10 14
175 20190828140351 -3.124139071 3.141592741 0.017453292 0.000222094 0.079731733 0.150000006 16.000000000 24 11 13
176 20190828140351 -3.124139071 3.141592741 0.017453292 0.000222029 0.079708405 0.150000006 16.000000000 24 11 13
177 20190828140351 -3.124139071 3.141592741 0.017453292 0.000222296 0.079804406 0.150000006 16.000000000 24 9 15
178 20190828140351 -3.124139071 3.141592741 0.017453292 0.000199959 0.071785308 0.150000006 16.000000000 24 8 16
179 20190828140351 -3.124139071 3.141592741 0.017453292 0.000221810 0.079629928 0.150000006 16.000000000 24 11 13
180 20190828140352 -3.124139071 3.141592741 0.017453292 0.000221988 0.079693779 0.150000006 16.000000000 24 9 15
181 20190828140352 -3.124139071 3.141592741 0.017453292 0.000222038 0.079711504 0.150000006 16.000000000 24 9 15
182 20190828140352 -3.124139071 3.141592741 0.017453292 0.000199638 0.071670219 0.150000006 16.000000000 24 10 14
183 20190828140352 -3.124139071 3.141592741 0.017453292 0.000222298 0.079805113 0.150000006 16.000000000 24 8 16
184 20190828140352 -3.124139071 3.141592741 0.017453292 0.000221933 0.079674125 0.150000006 16.000000000 24 10 14
185 20190828140352 -3.124139071 3.141592741 0.017453292 0.000222082 0.079727270 0.150000006 16.000000000 24 10 14
